"","X","CRUISE_NAME","STATION","CAST","LATITUDE","LONGITUDE","PLANKTON_STRATUM","GEAR_VOLUME_FILTERED","SAMPLE_SPLIT_FACTOR","EVENT_DATE","TIME","DAY","MONTH","YEAR","HOUR","MINUTE","DEPTH","NET_MAX_DEPTH","VOLUME_100M3","ZOO_ALIQUOT","TAXA_004","TAXA_NAME","ITIS_TAXON","ITIS_TSN","CONC_100M3","ZOOPLANKTON_COUNT","ZOO_STAGE_000","ZOO_STAGE_024","ZOO_STAGE_023","ZOO_STAGE_022","ZOO_STAGE_021","ZOO_STAGE_020","ZOO_STAGE_030","ZOO_STAGE_029","ZOO_STAGE_028","ZOO_STAGE_013","ZOO_STAGE_999","ADULT_CONC","C5_CONC","C4_CONC","C3_CONC","C2_CONC","C1_CONC","CRYTOPIA_CONC","FURCILIA_CONC","CALYPTOPIS_CONC","NAUPLIUS_CONC","UNKNOWN_CONC","PRIMARY_FLAG","SECONDARY_FLAG","abundance_10m2","ADULT_10m2","C5_10m2","C4_10m2","C3_10m2","C2_10m2","C1_10m2","crytopia_10m2","furcilia_10m2","calyptosis_10m2","nauplius_10m2","unknown_10m2"
"353",353,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,200,"Chaetognatha",NA,NA,3830.39,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",23748.3915372415,0,0,0,0,0,0,0,0,0,0,0
"354",354,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,2000,"Euphausiacea",NA,NA,218.88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",1357.05094498523,0,0,0,0,0,0,0,0,0,0,0
"355",355,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,605,"Evadne",NA,NA,109.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",678.525472492615,0,0,0,0,0,0,0,0,0,0,0
"356",356,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,3900,"Foraminifera",NA,NA,547.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",3392.62736246307,0,0,0,0,0,0,0,0,0,0,0
"357",357,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,457,"Hyperiidea",NA,NA,3283.19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",20355.7641747784,0,0,0,0,0,0,0,0,0,0,0
"358",358,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,218,"Sagitta",NA,NA,1203.84,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",7463.78019741876,0,0,0,0,0,0,0,0,0,0,0
"359",359,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,202,"Sagitta elegans",NA,NA,4377.58,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",27141.0188997046,0,0,0,0,0,0,0,0,0,0,0
"360",360,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,300,"Thecosomata",NA,NA,328.32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2035.57641747784,0,0,0,0,0,0,0,0,0,0,0
"361",361,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,146,"Mecynocera clausi",NA,NA,218.88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",1357.05094498523,0,0,0,0,0,0,0,0,0,0,0
"362",362,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,4129,"Calocalanus",NA,NA,109.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",678.525472492615,0,0,0,0,0,0,0,0,0,0,0
"363",363,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,104,"Temora longicornis",NA,NA,218.88,2,1,0,1,0,0,0,0,0,0,0,0,109.4395923,0,109.4395923,0,0,0,0,0,0,0,0,1,"",1357.05094498523,678.525472492615,0,678.525472492615,0,0,0,0,0,0,0,0
"364",364,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,102,"Pseudocalanus minutus",NA,NA,766.08,7,6,1,0,0,0,0,0,0,0,0,0,656.637554,109.4395923,0,0,0,0,0,0,0,0,0,1,"",4749.6783074483,4071.15283495569,678.525472492615,0,0,0,0,0,0,0,0,0
"365",365,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,135,"Paracalanus parvus",NA,NA,875.52,8,7,1,0,0,0,0,0,0,0,0,0,766.0771464,109.4395923,0,0,0,0,0,0,0,0,0,1,"",5428.20377994092,4749.6783074483,678.525472492615,0,0,0,0,0,0,0,0,0
"366",366,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,143,"Nannocalanus minor",NA,NA,437.76,4,2,2,0,0,0,0,0,0,0,0,0,218.8791847,218.8791847,0,0,0,0,0,0,0,0,0,1,"",2714.10188997046,1357.05094498523,1357.05094498523,0,0,0,0,0,0,0,0,0
"367",367,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,105,"Metridia lucens",NA,NA,547.2,5,5,0,0,0,0,0,0,0,0,0,0,547.1979617,0,0,0,0,0,0,0,0,0,0,1,"",3392.62736246307,3392.62736246307,0,0,0,0,0,0,0,0,0,0
"368",368,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,157,"Clausocalanus arcuicornis",NA,NA,109.44,1,1,0,0,0,0,0,0,0,0,0,0,109.4395923,0,0,0,0,0,0,0,0,0,0,1,"",678.525472492615,678.525472492615,0,0,0,0,0,0,0,0,0,0
"369",369,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,103,"Centropages typicus",NA,NA,17400.9,159,144,12,3,0,0,0,0,0,0,0,0,15759.3013,1313.275108,328.318777,0,0,0,0,0,0,0,0,1,"",107885.550126326,97707.6680389366,8142.30566991138,2035.57641747784,0,0,0,0,0,0,0,0
"370",370,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,109,"Centropages hamatus",NA,NA,109.44,1,1,0,0,0,0,0,0,0,0,0,0,109.4395923,0,0,0,0,0,0,0,0,0,0,1,"",678.525472492615,678.525472492615,0,0,0,0,0,0,0,0,0,0
"371",371,"EN617","5",9,40.5217,-70.8733,19,155.946,0.75,"21-JUL-18","18:04:45",21,7,2018,18,4,76,62,42.75,128,4100,"Rhincalanus",NA,NA,437.76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2714.10188997046,0,0,0,0,0,0,0,0,0,0,0
"372",372,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,1000,"Brachyura",NA,NA,81.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",642.123477957168,0,0,0,0,0,0,0,0,0,0,0
"373",373,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,300,"Thecosomata",NA,NA,243.84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",1926.37043387151,0,0,0,0,0,0,0,0,0,0,0
"374",374,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,101,"Calanus finmarchicus",NA,NA,34382.05,423,44,267,68,34,8,0,0,0,0,0,2,3576.383928,21702.14793,5527.138798,2763.569399,650.2516232,0,0,0,0,0,162.5629058,1,"",271618.231175882,28253.4330301154,171446.968614564,43664.3965010875,21832.1982505437,5136.98782365735,0,0,0,0,0,1284.24695591434
"375",375,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,103,"Centropages typicus",NA,NA,325.13,4,1,2,1,0,0,0,0,0,0,0,0,81.28145291,162.5629058,81.28145291,0,0,0,0,0,0,0,0,1,"",2568.49391182867,642.123477957168,1284.24695591434,642.123477957168,0,0,0,0,0,0,0,0
"376",376,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,157,"Clausocalanus arcuicornis",NA,NA,325.13,4,3,1,0,0,0,0,0,0,0,0,0,243.8443587,81.28145291,0,0,0,0,0,0,0,0,0,1,"",2568.49391182867,1926.37043387151,642.123477957168,0,0,0,0,0,0,0,0,0
"377",377,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,105,"Metridia lucens",NA,NA,1950.75,24,16,4,2,0,2,0,0,0,0,0,0,1300.503246,325.1258116,162.5629058,0,162.5629058,0,0,0,0,0,0,1,"",15410.963470972,10273.9756473147,2568.49391182867,1284.24695591434,0,1284.24695591434,0,0,0,0,0,0
"378",378,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,143,"Nannocalanus minor",NA,NA,406.41,5,5,0,0,0,0,0,0,0,0,0,0,406.4072645,0,0,0,0,0,0,0,0,0,0,1,"",3210.61738978584,3210.61738978584,0,0,0,0,0,0,0,0,0,0
"379",379,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,135,"Paracalanus parvus",NA,NA,406.41,5,5,0,0,0,0,0,0,0,0,0,0,406.4072645,0,0,0,0,0,0,0,0,0,0,1,"",3210.61738978584,3210.61738978584,0,0,0,0,0,0,0,0,0,0
"380",380,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,102,"Pseudocalanus minutus",NA,NA,3657.67,45,45,0,0,0,0,0,0,0,0,0,0,3657.665381,0,0,0,0,0,0,0,0,0,0,1,"",28895.5565080726,28895.5565080726,0,0,0,0,0,0,0,0,0,0
"381",381,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,2012,"Thysanoessa gregaria",NA,NA,81.28,1,1,0,0,0,0,0,0,0,0,0,0,81.28145291,0,0,0,0,0,0,0,0,0,0,1,"",642.123477957168,642.123477957168,0,0,0,0,0,0,0,0,0,0
"382",382,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,133,"Centropages",NA,NA,81.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",642.123477957168,0,0,0,0,0,0,0,0,0,0,0
"383",383,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,146,"Mecynocera clausi",NA,NA,1137.94,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",8989.72869140036,0,0,0,0,0,0,0,0,0,0,0
"384",384,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,138,"Oithona",NA,NA,2601.01,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",20547.9512946294,0,0,0,0,0,0,0,0,0,0,0
"385",385,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,2000,"Euphausiacea",NA,NA,325.13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2568.49391182867,0,0,0,0,0,0,0,0,0,0,0
"386",386,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,3900,"Foraminifera",NA,NA,568.97,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",4494.86434570018,0,0,0,0,0,0,0,0,0,0,0
"387",387,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,1100,"Gastropoda",NA,NA,731.53,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",5779.11130161452,0,0,0,0,0,0,0,0,0,0,0
"388",388,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,457,"Hyperiidea",NA,NA,3982.79,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",31464.0504199013,0,0,0,0,0,0,0,0,0,0,0
"389",389,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,218,"Sagitta",NA,NA,6990.2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",55222.6191043165,0,0,0,0,0,0,0,0,0,0,0
"390",390,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,1800,"Siphonophora",NA,NA,406.41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",3210.61738978584,0,0,0,0,0,0,0,0,0,0,0
"391",391,"EN617","6",12,40.375,-70.885,19,104.985,0.75,"22-JUL-18","02:53:53",22,7,2018,2,53,91,79,44.45,64,200,"Chaetognatha",NA,NA,243.84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",1926.37043387151,0,0,0,0,0,0,0,0,0,0,0
"392",392,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,102,"Pseudocalanus minutus",NA,NA,7350.28,43,40,3,0,0,0,0,0,0,0,0,0,6837.469869,512.8102402,0,0,0,0,0,0,0,0,0,1,"",77912.9691579362,72477.1806120337,5435.78854590253,0,0,0,0,0,0,0,0,0
"393",393,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,2012,"Thysanoessa gregaria",NA,NA,512.81,3,3,0,0,0,0,0,0,0,0,0,0,512.8102402,0,0,0,0,0,0,0,0,0,0,1,"",5435.78854590253,5435.78854590253,0,0,0,0,0,0,0,0,0,0
"394",394,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,2004,"Thysanoessa longicaudata",NA,NA,341.87,2,2,0,0,0,0,0,0,0,0,0,0,341.8734935,0,0,0,0,0,0,0,0,0,0,1,"",3623.85903060168,3623.85903060168,0,0,0,0,0,0,0,0,0,0
"395",395,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,4098,"Clausocalanus",NA,NA,170.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",1811.92951530084,0,0,0,0,0,0,0,0,0,0,0
"396",396,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,4064,"Clausocalanus furcatus",NA,NA,1025.62,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",10871.5770918051,0,0,0,0,0,0,0,0,0,0,0
"397",397,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,146,"Mecynocera clausi",NA,NA,170.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",1811.92951530084,0,0,0,0,0,0,0,0,0,0,0
"398",398,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,138,"Oithona",NA,NA,11281.83,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",119587.348009856,0,0,0,0,0,0,0,0,0,0,0
"399",399,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,4057,"Pleuromamma",NA,NA,341.87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",3623.85903060168,0,0,0,0,0,0,0,0,0,0,0
"400",400,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,176,"Pleuromamma borealis",NA,NA,341.87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",3623.85903060168,0,0,0,0,0,0,0,0,0,0,0
"401",401,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,700,"Appendicularia",NA,NA,341.87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",3623.85903060168,0,0,0,0,0,0,0,0,0,0,0
"402",402,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,200,"Chaetognatha",NA,NA,8204.96,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",86972.6167344404,0,0,0,0,0,0,0,0,0,0,0
"403",403,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,2350,"Cnidaria",NA,NA,341.87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",3623.85903060168,0,0,0,0,0,0,0,0,0,0,0
"404",404,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,2000,"Euphausiacea",NA,NA,170.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",1811.92951530084,0,0,0,0,0,0,0,0,0,0,0
"405",405,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,3900,"Foraminifera",NA,NA,1880.3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",19931.2246683093,0,0,0,0,0,0,0,0,0,0,0
"406",406,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,1100,"Gastropoda",NA,NA,341.87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",3623.85903060168,0,0,0,0,0,0,0,0,0,0,0
"407",407,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,457,"Hyperiidea",NA,NA,170.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",1811.92951530084,0,0,0,0,0,0,0,0,0,0,0
"408",408,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,300,"Thecosomata",NA,NA,3589.67,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",38050.5198213177,0,0,0,0,0,0,0,0,0,0,0
"409",409,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,101,"Calanus finmarchicus",NA,NA,38973.58,228,18,164,42,4,0,0,0,0,0,0,0,3076.861441,28033.62646,7179.343363,683.7469869,0,0,0,0,0,0,0,1,"",413119.929488592,32614.7312754152,297156.440509338,76101.0396426354,7247.71806120337,0,0,0,0,0,0,0
"410",410,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,157,"Clausocalanus arcuicornis",NA,NA,1367.49,8,8,0,0,0,0,0,0,0,0,0,0,1367.493974,0,0,0,0,0,0,0,0,0,0,1,"",14495.4361224067,14495.4361224067,0,0,0,0,0,0,0,0,0,0
"411",411,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,105,"Metridia lucens",NA,NA,21196.16,124,64,21,31,8,0,0,0,0,0,0,0,10939.95179,3589.671681,5299.039149,1367.493974,0,0,0,0,0,0,0,1,"",224679.259897304,115963.488979254,38050.5198213177,56169.8149743261,14495.4361224067,0,0,0,0,0,0,0
"412",412,"EN617","7",13,40.2317,-70.885,18,199.684,0.75,"22-JUL-18","05:50:27",22,7,2018,5,50,124,106,37.39,256,143,"Nannocalanus minor",NA,NA,512.81,3,2,1,0,0,0,0,0,0,0,0,0,341.8734935,170.9367467,0,0,0,0,0,0,0,0,0,1,"",5435.78854590253,3623.85903060168,1811.92951530084,0,0,0,0,0,0,0,0,0
"413",413,"EN617","8",14,40.1417,-70.885,18,156.732,0.75,"22-JUL-18","07:43:16",22,7,2018,7,43,132,121,24.67,64,101,"Calanus finmarchicus",NA,NA,9527.94,175,11,137,25,2,0,0,0,0,0,0,0,598.8991825,7459.017091,1361.134506,108.8907604,0,0,0,0,0,0,0,1,"",115288.092625203,7246.68010786991,90254.1067980161,16469.7275178862,1317.57820143089,0,0,0,0,0,0,0
"414",414,"EN617","8",14,40.1417,-70.885,18,156.732,0.75,"22-JUL-18","07:43:16",22,7,2018,7,43,132,121,24.67,64,300,"Thecosomata",NA,NA,707.79,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",8564.2583093008,0,0,0,0,0,0,0,0,0,0,0
"415",415,"EN617","8",14,40.1417,-70.885,18,156.732,0.75,"22-JUL-18","07:43:16",22,7,2018,7,43,132,121,24.67,64,157,"Clausocalanus arcuicornis",NA,NA,1306.69,24,24,0,0,0,0,0,0,0,0,0,0,1306.689125,0,0,0,0,0,0,0,0,0,0,1,"",15810.9384171707,15810.9384171707,0,0,0,0,0,0,0,0,0,0
"416",416,"EN617","8",14,40.1417,-70.885,18,156.732,0.75,"22-JUL-18","07:43:16",22,7,2018,7,43,132,121,24.67,64,105,"Metridia lucens",NA,NA,5607.87,103,59,20,18,6,0,0,0,0,0,0,0,3212.277433,1088.907604,980.016844,326.6722813,0,0,0,0,0,0,0,1,"",67855.277373691,38868.5569422113,13175.7820143089,11858.203812878,3952.73460429268,0,0,0,0,0,0,0
"417",417,"EN617","8",14,40.1417,-70.885,18,156.732,0.75,"22-JUL-18","07:43:16",22,7,2018,7,43,132,121,24.67,64,143,"Nannocalanus minor",NA,NA,1470.03,27,21,4,0,0,0,0,0,0,0,0,2,1143.352985,217.7815209,0,0,0,0,0,0,0,0,108.8907604,1,"",17787.3057193171,13834.5711150244,2635.15640286178,0,0,0,0,0,0,0,0,1317.57820143089
"418",418,"EN617","8",14,40.1417,-70.885,18,156.732,0.75,"22-JUL-18","07:43:16",22,7,2018,7,43,132,121,24.67,64,135,"Paracalanus parvus",NA,NA,54.45,1,1,0,0,0,0,0,0,0,0,0,0,54.44538022,0,0,0,0,0,0,0,0,0,0,1,"",658.789100715446,658.789100715446,0,0,0,0,0,0,0,0,0,0
"419",419,"EN617","8",14,40.1417,-70.885,18,156.732,0.75,"22-JUL-18","07:43:16",22,7,2018,7,43,132,121,24.67,64,104,"Temora longicornis",NA,NA,1851.14,34,31,3,0,0,0,0,0,0,0,0,0,1687.806787,163.3361407,0,0,0,0,0,0,0,0,0,1,"",22398.8294243252,20422.4621221788,1976.36730214634,0,0,0,0,0,0,0,0,0
"420",420,"EN617","8",14,40.1417,-70.885,18,156.732,0.75,"22-JUL-18","07:43:16",22,7,2018,7,43,132,121,24.67,64,2012,"Thysanoessa gregaria",NA,NA,326.67,6,6,0,0,0,0,0,0,0,0,0,0,326.6722813,0,0,0,0,0,0,0,0,0,0,1,"",3952.73460429268,3952.73460429268,0,0,0,0,0,0,0,0,0,0
"421",421,"EN617","8",14,40.1417,-70.885,18,156.732,0.75,"22-JUL-18","07:43:16",22,7,2018,7,43,132,121,24.67,64,2004,"Thysanoessa longicaudata",NA,NA,217.78,4,4,0,0,0,0,0,0,0,0,0,0,217.7815209,0,0,0,0,0,0,0,0,0,0,1,"",2635.15640286178,2635.15640286178,0,0,0,0,0,0,0,0,0,0
"422",422,"EN617","8",14,40.1417,-70.885,18,156.732,0.75,"22-JUL-18","07:43:16",22,7,2018,7,43,132,121,24.67,64,4129,"Calocalanus",NA,NA,54.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",658.789100715446,0,0,0,0,0,0,0,0,0,0,0
"423",423,"EN617","8",14,40.1417,-70.885,18,156.732,0.75,"22-JUL-18","07:43:16",22,7,2018,7,43,132,121,24.67,64,4042,"Candacia",NA,NA,54.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",658.789100715446,0,0,0,0,0,0,0,0,0,0,0
"424",424,"EN617","8",14,40.1417,-70.885,18,156.732,0.75,"22-JUL-18","07:43:16",22,7,2018,7,43,132,121,24.67,64,4020,"Centropages bradyi",NA,NA,217.78,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2635.15640286178,0,0,0,0,0,0,0,0,0,0,0
"425",425,"EN617","8",14,40.1417,-70.885,18,156.732,0.75,"22-JUL-18","07:43:16",22,7,2018,7,43,132,121,24.67,64,4064,"Clausocalanus furcatus",NA,NA,326.67,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",3952.73460429268,0,0,0,0,0,0,0,0,0,0,0
"426",426,"EN617","8",14,40.1417,-70.885,18,156.732,0.75,"22-JUL-18","07:43:16",22,7,2018,7,43,132,121,24.67,64,4007,"Lucicutia",NA,NA,54.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",658.789100715446,0,0,0,0,0,0,0,0,0,0,0
